Maintenance_flag,record_id,Measurement_timestamp,Vehicle_speed_sensor,Vibration,Engine_Load,Engine_Coolant_Temp,Intake_Manifold_Pressure,Engine_RPM,Speed_OBD,Intake_Air_Temp,Mass_Air_Flow_Rate,Throttle_Pos_Manifold,Voltage_Control_Module,Ambient_air_temp,Accel_Pedal_Pos_D,Engine_Oil_Temp,Speed_GPS,GPS_Longitude,GPS_Latitude,GPS_Bearing,GPS_Altitude,Turbo_Boost_And_Vcm_Gauge,Trip_Distance,Litres_Per_100km_Inst,Accel_Ssor_Total,CO2_in_g_per_km_Inst,Trip_Time_journey,fleetid,truckid,period,Region
0,4482,22FEB16:17:15:48,110,245.0167,0,85,114,1336,110,9,25.05,80,14.18,8,14.901961,83,118.224014,8.2816387631,48.632760339,274.7,337,2.465641,240.20863,0,-0.032616,0,7792,Fleet_00413F1,Truck_0561X1,2,1
0,606,22FEB16:16:11:12,141,243.292201,63.52941,90,125,1711.5,141,13,31.33,80,13.98,7,30.588236,88,154.51294,9.0594356153,48.632556484,313.6,633,4.061056,150.25546,2.382462,-0.035041,63.016075,3917,Fleet_01213F1,Truck_0081X1,2,1
0,735,22FEB16:16:13:21,127,244.071007,20.392157,88,108,1558,127,11,27.27,77.64706,14.14,8,27.450981,86,129.92412,9.3744056153,48.527280484,330.1,644,1.595415,154.58641,1.838445,-0.058828,48.626827,4045,Fleet_01213F1,Truck_0081X1,2,1
0,327,22FEB16:16:06:33,83,246.518683,83.92157,87,139,1507,83,9,34.69,80,14.18,7,34.509804,84,82.72803,8.1183678588,48.118297043,49.9,786,6.091585,142.85867,6.14235,-0.026611,162.46504,3637,Fleet_00213F1,Truck_0701X1,2,2
0,1068,22FEB16:16:18:54,97,245.739877,52.54902,88,110,1245.5,97,9,20.3,80,14.18,7,32.54902,85,99,9.1023576747,47.246265536,309.9,405,1.88549,166.20451,2.697637,-0.058462,71.35244,4378,Fleet_00613F1,Truck_0361X1,2,3
0,8161,22FEB16:18:17:07,21,249.967681,37.2549,88,108,1250.5,21,10,20.49,78.82353,14.14,7,29.411766,84,22.491701,9.1090953589,48.944390752,0.7,160,1.595415,309.7199,8.851538,-0.00474,234.12302,11471,Fleet_00713F1,Truck_0711X1,2,1
0,4833,22FEB16:17:21:39,83,246.518683,98.039215,87,127,1330,83,9,23.13,80,14.24,8,35.294117,84,85.57262,9.5332053589,48.785888752,311.7,287,4.351131,250.02881,6.47966,0.035108,171.38689,8143,Fleet_00713F1,Truck_0421X1,2,1
0,137,22FEB16:16:03:23,88,246.240538,2.745098,89,109,1350,88,11,23.11,80,14.16,7,27.450981,88,90.21635,8.886013794,49.354797773,268.7,791,1.740453,138.24161,0,-0.08378,0,3447,Fleet_00513F1,Truck_0471X1,2,1
0,8290,22FEB16:18:19:16,30,249.46702,9.803922,87,113,1230,30,8,20.33,80,14.16,7,31.764706,84,31.862928,9.1881573589,48.920906752,52.6,150,2.320604,310.85223,1.585448,0.028581,41.93507,11600,Fleet_00713F1,Truck_0711X1,2,1
0,5261,22FEB16:17:28:47,113,244.849813,51.37255,89,113,1408,113,7,25.19,80,14.16,7,14.901961,84,130.24811,8.447893794,49.626495773,20.7,129,2.320604,262.4323,2.652796,0.009078,70.16639,8571,Fleet_00513F1,Truck_0781X1,2,1
0,7325,22FEB16:18:03:11,104,245.350474,33.333332,89,109,1304,104,10,21.83,80,14.16,8,14.901961,85,106.455505,7.7929747631,48.076560339,359.1,156,1.740453,301.47778,1.682445,0.001649,44.50063,10635,Fleet_00413F1,Truck_0641X1,2,2
0,4328,22FEB16:17:13:14,106,245.239216,63.92157,89,118,1327.5,106,8,22.55,78.43137,14.14,7,14.901961,85,110.95657,8.2092216747,47.117859536,280.3,363,3.045792,235.71419,3.47061,0.149525,91.79757,7638,Fleet_00613F1,Truck_0801X1,2,3
0,3463,22FEB16:16:58:49,107,245.183587,99.60784,89,221,1802,107,11,108.66,80,14.14,9,59.607845,86,109.80015,7.0257662752,48.235376037,293.5,464,17.98468,207.7686,25.790155,-0.009639,682.1491,6773,Fleet_00313F1,Truck_0611X1,2,2
0,67,22FEB16:16:02:13,83,246.518683,15.686275,88,106,1308,83,10,20.74,80,14.2,6,14.901961,86,84.49277,8.786929794,49.358913773,282.5,782,1.30534,137.01826,0,0.0309,25.616621,3377,Fleet_00513F1,Truck_0471X1,2,1
0,619,22FEB16:16:11:25,136,243.570346,25.09804,90,121,1739.5,136,12,52.08,80,14.16,7,40.39216,89,144.0769,9.0936236153,48.616110484,303.6,641,3.480905,150.78247,2.34235,-0.006776,61.95512,3930,Fleet_01213F1,Truck_0081X1,2,1
0,8142,22FEB16:18:16:48,21,249.967681,38.82353,88,109,1284,21,10,21.94,80,14.04,7,29.803923,84,22.788256,9.1067793589,48.947732752,96.2,150,1.740453,309.63138,9.881619,0.049227,261.36865,11452,Fleet_00713F1,Truck_0711X1,2,1
0,828,22FEB16:16:14:54,129,243.959749,33.333332,81,107,1592.5,129,9,27.08,80,14.12,8,14.901961,80,131.97696,9.6243056153,48.476424484,258.8,523,1.450378,157.93755,1.70268,0.104045,45.035866,4138,Fleet_01213F1,Truck_0081X1,2,1
0,194,22FEB16:16:04:20,83,246.518683,27.058825,90,109,1320,83,10,21.27,80,14.2,7,23.529411,87,87.120186,9.000949794,49.342209773,277.9,814,1.740453,139.65608,1.668352,-0.007958,44.127872,3504,Fleet_00513F1,Truck_0471X1,2,1
0,5054,22FEB16:17:25:20,96,245.795506,62.7451,86,116,1195.5,96,8,20.83,75.29412,14.16,8,14.901961,80,101.05431,9.7362273589,48.558956752,45.9,175,2.755716,255.9709,3.784453,0.032026,100.09871,8364,Fleet_00713F1,Truck_0421X1,2,1
0,4860,22FEB16:17:22:06,99,245.628619,0,89,113,1205,99,9,21.86,80,14.2,8,14.901961,86,103.28476,9.5837433589,48.761768752,311.3,281,2.320604,250.752,0,-0.104253,0,8170,Fleet_00713F1,Truck_0421X1,2,1
0,4651,22FEB16:17:18:37,114,244.794184,10.588236,87,121,1393,114,8,27.16,80,14.16,7,14.901961,84,118.83665,8.6610727631,48.557766339,263.5,279,3.480905,245.08861,0,-0.065381,19.193468,7961,Fleet_00413F1,Truck_0561X1,2,1
0,144,22FEB16:16:03:30,99,245.628619,14.901961,89,151,1531.5,99,11,34.91,80,14.16,7,36.47059,88,94.392334,8.7690056153,48.700476484,270.9,793,7.832037,138.43861,6.911163,-0.074471,182.80014,3454,Fleet_01213F1,Truck_0021X1,2,1
0,4144,22FEB16:17:10:10,107,245.183587,17.647058,89,127,1308.5,107,9,28.99,80,14.16,7,33.333332,86,109.549,8.6362776747,47.065161536,250.9,342,4.351131,230.48083,2.692741,0.009516,71.222946,7454,Fleet_00613F1,Truck_0801X1,2,3
0,4912,22FEB16:17:22:58,102,245.461732,0,84,124,1577.5,102,9,31.41,80,14.2,8,14.901961,83,107.07274,8.6772617274,48.307568666,274.4,234,3.916019,252.22917,0,0.030656,0,8222,Fleet_01113F1,Truck_0661X1,2,1
0,6202,22FEB16:17:44:28,123,244.293523,47.84314,88,117,1518.5,123,7,28.08,80,14.16,6,14.901961,85,127.008,8.6411973589,48.454478752,355.1,136,2.900755,283.84262,2.806921,-0.039655,74.24301,9512,Fleet_00713F1,Truck_0201X1,2,1
0,5028,22FEB16:17:24:54,95,245.851135,54.11765,85,113,1181.5,95,9,19.72,76.47059,14.14,8,14.901961,80,94.716,9.7720473589,48.589556752,11.5,164,2.320604,255.27042,2.758378,0.109336,72.95904,8338,Fleet_00713F1,Truck_0421X1,2,1
0,3130,22FEB16:16:53:16,74,247.019344,36.862747,89,108,1369,74,11,22.27,75.29412,14.16,9,14.901961,85,76.032036,7.2892327631,48.496938339,357.1,551,1.595415,198.4054,2.974058,0.025884,78.663795,6440,Fleet_00413F1,Truck_0351X1,2,2
0,4327,22FEB16:17:13:13,106,245.239216,65.882355,89,114,1328,106,8,22.58,79.21569,14.1,7,14.901961,85,109.3321,8.2114296747,47.118297536,280.6,361,2.465641,235.69046,3.301868,0.072917,87.334335,7637,Fleet_00613F1,Truck_0801X1,2,3
0,7283,22FEB16:18:02:29,82,246.574312,53.333336,88,112,1312,82,9,22.41,80,14.22,8,29.019608,84,90.14418,7.7709907631,48.137238339,15.7,150,2.175566,300.33392,3.064082,0.041679,81.04491,10593,Fleet_00413F1,Truck_0641X1,2,2
0,7314,22FEB16:18:03:00,105,245.294845,50.588238,88,113,1297,105,10,22.49,80,14.14,8,14.901961,86,107.60421,7.7916787631,48.094194339,7.8,159,2.320604,301.1535,2.697169,0.096932,71.340065,10624,Fleet_00413F1,Truck_0641X1,2,2
0,7067,22FEB16:17:58:53,113,244.849813,47.058823,91,112,1387.5,113,9,23.86,80,14.16,7,14.901961,85,111.85409,7.7443567631,48.422850339,3.3,165,2.175566,295.22928,2.429566,0.137203,64.26198,10377,Fleet_00413F1,Truck_0641X1,2,2
0,3321,22FEB16:16:56:27,119,244.516039,95.68628,87,145,1515,119,11,36.08,80,14.16,9,37.2549,83,123.732254,9.7465608604,48.616559431,282.5,416,6.961811,203.50523,7.369934,-0.028576,194.93463,6631,Fleet_00113F1,Truck_0141X1,2,1
0,3498,22FEB16:16:59:24,127,244.071007,99.21569,91,177,1578,127,12,46.49,80,14.16,9,41.960785,89,129.24144,8.6381170753,48.763001517,311.6,474,11.60302,208.94757,9.256605,-0.085975,244.83702,6808,Fleet_00913F1,Truck_0491X1,2,1
0,885,22FEB16:16:15:51,91,246.073651,27.058825,81,111,1133,91,9,17.74,80,14.16,8,14.901961,78,91.69218,8.9248316153,48.664638484,261.1,451,2.030529,159.62817,1.642781,-0.090229,43.451527,4195,Fleet_01213F1,Truck_0101X1,2,1
0,5270,22FEB16:17:28:56,113,244.849813,49.411766,89,113,1406.5,113,7,24.97,80,14.14,7,14.901961,83,110.7367,8.436745794,49.639509773,28.8,131,2.320604,262.70096,2.673244,0.161708,70.70726,8580,Fleet_00513F1,Truck_0781X1,2,1
0,623,22FEB16:16:11:29,132,243.792862,0,90,113,1624.5,132,12,30.3,72.15686,14.22,7,14.901961,89,138.78,9.1048016153,48.611934484,302.1,639,2.320604,150.94745,0,0.004708,0,3934,Fleet_01213F1,Truck_0081X1,2,1
0,4711,22FEB16:17:19:37,78,246.796828,29.411766,89,111,1243,78,7,21.19,79.60784,14.2,6,14.901961,84,80.49607,9.3376053589,48.900758752,294.6,268,2.030529,246.85342,0,0.029879,21.608889,8021,Fleet_00713F1,Truck_0421X1,2,1
0,5993,22FEB16:17:40:59,123,244.293523,0,88,122,1513.5,123,8,31.02,80,14.2,6,14.901961,87,131.2204,8.8466313589,48.866822752,21,154,3.625944,275.9785,0,-0.033759,0,9303,Fleet_00713F1,Truck_0201X1,2,1
0,7981,22FEB16:18:14:07,43,248.743843,12.941176,88,112,1352,43,11,23.77,80,14.2,8,26.27451,85,44.030884,7.8349687631,48.744768339,64.6,158,2.175566,308.4084,1.785394,-0.048549,47.223633,11291,Fleet_00413F1,Truck_0271X1,2,2
0,5190,22FEB16:17:27:36,114,244.794184,0,88,121,1382,114,10,28.27,80,14.2,7,14.901961,86,119.62843,8.5107377274,48.649082666,29.5,153,3.480905,260.19135,0,0.00371,0,8500,Fleet_01113F1,Truck_0661X1,2,1
0,347,22FEB16:16:06:53,91,246.073651,0,87,110,1389.5,91,9,24.72,80,14.26,7,14.901961,85,89.67763,9.2038188604,49.096583431,41.2,780,1.88549,143.37013,0,-0.041791,0,3658,Fleet_00113F1,Truck_0221X1,2,1
0,7330,22FEB16:18:03:16,104,245.350474,28.235294,89,118,1316.5,104,9,24.99,80,14.16,8,14.901961,85,105.76976,7.7922307631,48.068598339,355.1,157,3.045792,301.62613,1.651437,-0.018885,43.68047,10640,Fleet_00413F1,Truck_0641X1,2,2
0,23,22FEB16:16:01:29,68,247.353118,32.941177,89,108,1271,68,10,21.47,80,14.04,6,32.54902,87,73.7647,8.702455794,49.372803773,280.7,779,1.595415,136.0312,2.337112,0.006861,61.816578,3333,Fleet_00513F1,Truck_0471X1,2,1
0,4677,22FEB16:17:19:03,114,244.794184,65.4902,88,127,1422.5,114,7,26.74,80,14.12,7,14.901961,83,112.50001,8.7286747631,48.558648339,280,265,4.351131,245.9014,3.802749,0.14138,100.58264,7987,Fleet_00413F1,Truck_0561X1,2,1
0,4404,22FEB16:17:14:30,93,245.962393,55.686275,87,131,1367.5,93,10,30.74,79.60784,14.14,8,37.2549,84,90.4681,8.1223147631,48.713502339,294.1,384,4.931282,237.77269,4.57348,0.044371,120.96846,7714,Fleet_00413F1,Truck_0561X1,2,1
0,32,22FEB16:16:01:38,77,246.852457,70.588234,90,116,1454,77,10,27.97,70.98039,14.14,6,33.333332,87,79.95599,8.9523176153,48.684792484,280.7,778,2.755716,136.17036,6.37299,-0.035645,168.56548,3342,Fleet_01213F1,Truck_0021X1,2,1
0,122,22FEB16:16:03:08,60,247.79815,38.82353,88,110,1419.5,60,10,22.74,80,14.3,7,32.156864,86,61.632675,8.8095056153,48.701742484,259,787,1.88549,137.95674,3.708286,-0.010987,98.08411,3432,Fleet_01213F1,Truck_0021X1,2,1
0,5195,22FEB16:17:27:41,114,244.794184,35.686275,87,111,1402.5,114,9,25.61,80,14.14,7,14.901961,85,118.69219,8.5043117274,48.656996666,28,153,2.030529,260.35162,2.034168,-0.069489,53.803715,8505,Fleet_01113F1,Truck_0661X1,2,1
0,3979,22FEB16:17:07:25,92,246.018022,0,86,118,1399,92,9,26.36,80,14.18,8,14.901961,84,94.616875,8.9240916747,47.110725536,322.1,355,3.045792,226.20137,0,-0.032289,0,7289,Fleet_00613F1,Truck_0801X1,2,3
0,489,22FEB16:16:09:15,82,246.574312,50.588238,79,114,1270.5,82,9,24.02,80,14.2,7,14.901961,78,85.392,9.2475888604,49.242551431,317.1,633,2.465641,146.56029,2.572726,-0.045214,68.04856,3799,Fleet_00113F1,Truck_0221X1,2,1
0,3542,22FEB16:17:00:08,118,244.571668,60.784313,89,126,1489,118,11,29.97,80,14.18,9,34.901962,88,121.64404,8.7353530753,48.707999517,309.2,491,4.206095,210.44002,4.719657,-0.043999,124.83482,6852,Fleet_00913F1,Truck_0491X1,2,1
0,3134,22FEB16:16:53:20,74,247.019344,23.92157,89,106,1380,74,11,22.88,78.43137,14.16,9,14.901961,85,74.880554,7.2897307631,48.492876339,358.1,558,1.30534,198.49258,1.978717,0.05183,52.337036,6444,Fleet_00413F1,Truck_0351X1,2,2
0,8068,22FEB16:18:15:34,36,249.133246,60.39216,87,124,1465,36,10,31.47,77.64706,14.06,8,36.862747,84,32.760315,7.8833287631,48.751032339,76.4,148,3.916019,308.9873,13.019237,0.060285,344.35858,11378,Fleet_00413F1,Truck_0271X1,2,2
0,6015,22FEB16:17:41:21,127,244.071007,0,89,115,1561.5,127,8,30.36,80,14.24,6,14.901961,87,132.30031,8.8239993589,48.828062752,21.1,155,2.61068,276.72458,0,-0.002486,0,9325,Fleet_00713F1,Truck_0201X1,2,1
0,4982,22FEB16:17:24:08,91,246.073651,62.7451,83,147,1434.5,91,9,28.24,80,14.16,8,31.764706,80,93.27717,8.7678317274,48.367964666,358.2,168,7.251886,254.10204,4.232192,0.122641,111.9414,8292,Fleet_01113F1,Truck_0661X1,2,1
0,4515,22FEB16:17:16:21,112,244.905442,0,83,117,1366,112,8,26.13,80,14.18,8,14.901961,81,118.44019,8.3583307631,48.609120339,289.6,282,2.900755,241.24669,0,-0.020274,0,7825,Fleet_00413F1,Truck_0561X1,2,1
0,3981,22FEB16:17:07:27,92,246.018022,0,86,118,1427,92,9,27.16,80,14.16,8,14.901961,84,96.340546,8.9214156747,47.108379536,321.9,349,3.045792,226.22401,0,-0.036892,0,7291,Fleet_00613F1,Truck_0801X1,2,3
0,4061,22FEB16:17:08:47,93,245.962393,67.84314,93,123,1443,93,7,26.13,80,14.16,7,14.901961,88,96.40843,8.8056216747,47.024811536,289.7,315,3.770981,228.2916,4.727398,-0.016572,125.03959,7371,Fleet_00613F1,Truck_0801X1,2,3
0,3544,22FEB16:17:00:10,119,244.516039,28.235294,88,111,1462,119,11,27.16,78.43137,14.08,9,14.901961,87,123.08464,8.7395590753,48.705527517,309.8,487,2.030529,210.52686,1.568599,-0.013753,41.489403,6854,Fleet_00913F1,Truck_0491X1,2,1
0,3829,22FEB16:17:04:55,183,240.955783,9.411765,88,123,2236.5,183,13,44.69,80,14.06,8,14.901961,87,188.38802,8.6804410753,49.085225517,341.7,474,3.770981,220.94989,0,0.055907,15.528557,7139,Fleet_00913F1,Truck_0311X1,2,1
0,4282,22FEB16:17:12:28,106,245.239216,68.2353,92,119,1321,106,8,22.94,80,14.18,7,14.901961,85,108.974625,8.3225856747,47.122797536,268.8,373,3.19083,234.35728,3.663453,-0.050845,96.89828,7592,Fleet_00613F1,Truck_0801X1,2,3
0,530,22FEB16:16:09:56,114,244.794184,0,86,122,2108,114,13,58.41,80,14.12,7,14.901961,81,115.920204,8.407765815,48.668456243,294,615,3.625944,147.5412,3.174939,-0.03563,83.97708,3840,Fleet_01013F1,Truck_0171X1,2,1
0,5321,22FEB16:17:29:47,118,244.571668,21.176472,88,136,1509,118,7,36.69,80,14.16,6,14.901961,84,113.184364,8.380627794,49.720419773,21.1,147,5.656471,264.30246,1.610047,0.07562,42.585705,8631,Fleet_00513F1,Truck_0781X1,2,1
0,3885,22FEB16:17:05:51,116,244.682926,25.490196,86,144,1748,116,10,35.3,79.60784,14.12,8,14.901961,85,116.82036,8.7423057714,47.920213726,354.9,426,6.816774,223.29614,4.501485,-0.083435,119.06419,7195,Fleet_00813F1,Truck_0771X1,2,1
0,4892,22FEB16:17:22:38,102,245.461732,0,86,124,1578.5,102,9,31.99,80,14.24,8,14.901961,84,107.2112,8.6325497274,48.298406666,312.3,256,3.916019,251.67036,0,0.071679,0,8202,Fleet_01113F1,Truck_0661X1,2,1
0,4582,22FEB16:17:17:28,101,245.517361,16.078432,88,178,1571,101,8,43.11,80,14.18,7,39.607845,84,103.7163,8.5021987631,48.577644339,257,251,11.748056,243.12677,9.093825,-0.04715,240.53151,7892,Fleet_00413F1,Truck_0561X1,2,1
0,3988,22FEB16:17:07:34,97,245.739877,0,86,121,1489,97,9,29.3,80,14.16,8,14.901961,84,100.44883,8.9116596747,47.100177536,322.6,337,3.480905,226.4447,0,-0.048008,0,7298,Fleet_00613F1,Truck_0801X1,2,3
0,3807,22FEB16:17:04:33,171,241.623331,69.01961,91,198,2104.5,171,13,70.41,80,14.06,8,41.568626,89,175.03261,8.6455690753,49.027109517,334.7,485,14.648811,219.8769,7.096135,-0.202457,187.69263,7117,Fleet_00913F1,Truck_0311X1,2,1
0,505,22FEB16:16:09:31,75,246.963715,0.784314,81,107,1360.5,75,9,23.49,80,14.24,7,14.901961,78,78.4804,9.2226168604,49.252847431,294.7,679,1.450378,146.9067,0,-0.057086,0,3815,Fleet_00113F1,Truck_0221X1,2,1
0,533,22FEB16:16:09:59,109,245.072329,0,86,123,2015.5,109,13,39.22,80,14.22,7,14.901961,82,116.85603,8.400577815,48.666194243,297.2,613,3.770981,147.62308,0,0.029611,0,3843,Fleet_01013F1,Truck_0171X1,2,1
0,7613,22FEB16:18:07:59,32,249.355762,16.470589,87,118,1222,32,14,21.49,66.666664,14.28,8,14.901961,84,32.47208,7.9764318588,48.202585043,111,152,3.045792,306.18207,2.727247,-0.010922,72.135635,10923,Fleet_00213F1,Truck_0791X1,2,2
0,3373,22FEB16:16:57:19,111,244.961071,60.39216,89,125,1390.5,111,11,25.3,73.725494,14.14,9,14.901961,84,115.59604,8.3649790753,48.862673517,298.2,425,4.061056,205.22168,3.754492,-0.022408,99.306244,6683,Fleet_00913F1,Truck_0491X1,2,1
0,4529,22FEB16:17:16:35,88,246.240538,6.666667,82,113,1352.5,88,7,25.19,78.43137,14.18,8,14.901961,80,91.29686,8.3872147631,48.603282339,299.2,264,2.320604,241.61588,4.079138,0.044447,107.89312,7839,Fleet_00413F1,Truck_0561X1,2,1
0,4867,22FEB16:17:22:13,102,245.461732,0,88,109,1301.5,102,9,22.8,80,14.18,8,29.411766,85,101.232025,9.5949513589,48.754106752,314.6,279,1.740453,250.94159,0,0.249315,0,8177,Fleet_00713F1,Truck_0421X1,2,1
0,61,22FEB16:16:02:07,85,246.407425,41.17647,88,113,1351.5,85,10,23.74,80,14.24,7,14.901961,86,87.59039,8.8953716153,48.694536484,285,785,2.320604,136.91449,1.813781,-0.017657,47.974476,3371,Fleet_01213F1,Truck_0021X1,2,1
0,5455,22FEB16:17:32:01,28,249.578278,0,85,114,1081.5,28,7,19.44,80,14.2,6,25.882353,82,38.844418,8.2561630753,48.874217517,22.1,132,2.465641,268.1788,0,-0.009449,0,8765,Fleet_00913F1,Truck_0281X1,2,1
0,7023,22FEB16:17:58:09,91,246.073651,38.039215,87,119,1136,91,9,20.58,78.82353,14.16,7,14.901961,86,101.07826,7.7390887631,48.488442339,3.9,133,3.19083,294.02277,2.094136,0.032299,55.389862,10333,Fleet_00413F1,Truck_0641X1,2,2
0,4846,22FEB16:17:21:52,102,245.461732,15.294118,89,135,1257,102,9,26.91,78.43137,14.16,8,14.901961,87,107.02809,9.5578893589,48.775892752,302.5,287,5.511435,250.36182,4.411922,-0.011784,116.69526,8156,Fleet_00713F1,Truck_0421X1,2,1
0,7640,22FEB16:18:08:26,16,250.245826,33.72549,87,108,781.5,16,14,10.55,59.215687,14.16,8,14.901961,84,17.064606,9.2921397714,48.402211726,111.1,152,1.595415,306.32974,5.411328,0.012814,143.12953,10950,Fleet_00813F1,Truck_0411X1,2,1
0,4269,22FEB16:17:12:15,105,245.294845,81.176476,91,139,1325,105,8,27.77,80,14.12,7,14.901961,85,106.956,8.3553456747,47.121801536,266.8,366,6.091585,233.95218,5.38361,0.030082,142.3964,7579,Fleet_00613F1,Truck_0801X1,2,3
0,3219,22FEB16:16:54:45,100,245.57299,16.470589,84,112,1227.5,100,11,21.08,76.47059,14.14,9,14.901961,83,103.5,7.2587647631,48.369576339,338.8,466,2.175566,200.72414,0,-0.068044,0,6529,Fleet_00413F1,Truck_0351X1,2,2
0,3726,22FEB16:17:03:12,139,243.403459,50.19608,90,116,1706,139,11,30.3,73.333336,14.12,9,32.941177,87,144.18054,8.4117370753,48.937937517,274.8,499,2.755716,216.47446,2.680193,0.054404,70.89105,7036,Fleet_00913F1,Truck_0311X1,2,1
0,6183,22FEB16:17:44:09,123,244.293523,47.45098,88,115,1518.5,123,7,27.72,80,14.16,6,14.901961,85,127.33404,8.6356413589,48.490664752,354.9,139,2.61068,283.20633,2.615299,0.035313,69.1746,9493,Fleet_00713F1,Truck_0201X1,2,1
0,4077,22FEB16:17:09:03,82,246.574312,99.60784,91,162,1548,82,8,37.41,80,14.18,7,32.54902,87,84.99603,8.4888717714,47.689699726,262.1,323,9.427452,228.6603,6.588054,-0.014089,174.2539,7387,Fleet_00813F1,Truck_0771X1,2,1
0,3289,22FEB16:16:55:55,112,244.905442,66.666664,85,122,1427,112,11,26.41,80,14.16,9,14.901961,83,103.86105,9.6641868604,48.632753431,299.8,434,3.625944,202.50931,3.433673,-0.042621,90.820595,6599,Fleet_00113F1,Truck_0141X1,2,1
0,173,22FEB16:16:03:59,81,246.629941,58.039215,89,120,1305.5,81,10,24.66,80,14.26,7,38.82353,87,87.12502,8.961583794,49.348647773,279.3,808,3.335867,139.14598,4.350238,-0.04058,115.06373,3483,Fleet_00513F1,Truck_0471X1,2,1
0,161,22FEB16:16:03:47,92,246.018022,22.745098,89,110,1259,92,10,23.16,80,14.16,7,14.901961,87,96.120674,8.938705794,49.351557773,281.9,800,1.88549,138.83461,1.397838,-0.057677,36.972797,3471,Fleet_00513F1,Truck_0471X1,2,1
0,7248,22FEB16:18:01:54,96,245.795506,53.333336,89,112,1213,96,9,20.69,80,14.2,7,14.901961,85,98.208,7.7552947631,48.182718339,2.7,147,2.175566,299.50958,2.69256,0.008736,71.21817,10559,Fleet_00413F1,Truck_0641X1,2,2
0,3713,22FEB16:17:02:59,140,243.34783,54.11765,91,132,1729,140,12,38.41,70.19608,14.1,9,34.11765,90,144.252,8.3697070753,48.933179517,289.6,501,5.076321,215.99016,4.508112,-0.025035,119.23947,7023,Fleet_00913F1,Truck_0311X1,2,1
0,956,22FEB16:16:17:02,160,242.23525,14.117647,90,122,2003.5,160,13,40.49,59.607845,14.16,8,14.901961,87,165.02403,9.9722216153,48.490836484,273.2,438,3.625944,162.1154,0,0.059641,23.32332,4266,Fleet_01213F1,Truck_0081X1,2,1
0,7042,22FEB16:17:58:28,96,245.795506,32.941177,89,110,1181.5,96,9,19.22,80,14.16,7,14.901961,85,110.73937,7.7380267631,48.459948339,358.1,150,1.88549,294.51846,1.357007,0.002647,35.892826,10352,Fleet_00413F1,Truck_0641X1,2,2
0,3121,22FEB16:16:53:07,68,247.353118,48.627453,88,110,1263,68,11,19.72,80,14.24,8,14.901961,85,68.65699,7.2903307631,48.507618339,353.6,569,1.88549,198.23624,3.531601,-0.051551,93.41079,6431,Fleet_00413F1,Truck_0351X1,2,2
0,4194,22FEB16:17:11:00,96,245.795506,5.490196,87,113,1176.5,96,8,20.55,79.21569,14.14,7,14.901961,85,99.54002,8.5253556747,47.096457536,245.2,358,2.320604,231.8981,2.759305,0.085139,72.98357,7504,Fleet_00613F1,Truck_0801X1,2,3
0,7809,22FEB16:18:11:15,31,249.411391,42.7451,88,110,1260,31,15,20.69,63.52941,14.24,9,24.313726,84,30.89102,7.7227327631,48.729204339,93.2,148,1.88549,307.0491,8.07416,0.05395,213.56139,11119,Fleet_00413F1,Truck_0271X1,2,2
0,7274,22FEB16:18:02:20,83,246.518683,43.92157,88,110,1312.5,83,9,23.11,80,14.18,7,25.09804,85,83.30438,7.7657587631,48.148632339,20.2,146,1.88549,300.14166,2.795491,0.008042,73.9407,10584,Fleet_00413F1,Truck_0641X1,2,2
0,415,22FEB16:16:08:01,75,246.963715,0,82,109,1376.5,75,9,24.55,80,14.24,7,14.901961,81,76.34391,9.2794728604,49.154555431,5.4,746,1.740453,144.85545,0,0.016152,0,3725,Fleet_00113F1,Truck_0221X1,2,1
0,8291,22FEB16:18:19:17,30,249.46702,48.627453,87,113,1282.5,30,8,21.52,80,14.14,7,31.764706,84,32.07699,9.1886433589,48.920552752,53.3,149,2.320604,310.85223,5.202414,0.025778,137.60376,11601,Fleet_00713F1,Truck_0711X1,2,1
0,8002,22FEB16:18:14:28,44,248.688214,42.352943,88,115,1061,44,10,17.97,72.54902,14.26,8,30.19608,85,45.00023,9.0258393589,48.955130752,78.6,163,2.61068,308.6823,3.912253,0.050819,103.47903,11312,Fleet_00713F1,Truck_0711X1,2,1
0,8118,22FEB16:18:16:24,31,249.411391,3.137255,88,110,1206.5,31,9,22.41,80,14.16,7,14.901961,84,34.955997,9.0965613589,48.946286752,78.3,141,1.88549,309.5055,3.626308,-0.036409,95.91577,11428,Fleet_00713F1,Truck_0711X1,2,1
0,5170,22FEB16:17:27:16,150,242.79154,38.039215,90,147,1865.5,150,12,40.36,80,14.14,7,30.19608,87,155.98802,8.560465794,49.476147773,34.7,156,7.251886,259.42868,1.23441,0.088283,32.65013,8480,Fleet_00513F1,Truck_0781X1,2,1
0,237,22FEB16:16:05:03,92,246.018022,97.647064,90,131,1131.5,92,10,30.22,80,14.16,7,37.2549,86,98.93243,9.081187794,49.322985773,313.1,835,4.931282,140.6872,8.162958,0.01715,215.9101,3547,Fleet_00513F1,Truck_0471X1,2,1
0,5247,22FEB16:17:28:33,112,244.905442,60.39216,89,117,1413.5,112,7,25.8,75.68628,14.1,7,14.901961,84,122.76089,8.462479794,49.603935773,23.9,146,2.900755,261.98816,3.430781,-0.055015,90.74409,8557,Fleet_00513F1,Truck_0781X1,2,1
